Acc,Name,Desc
PF04400.12,NqrM,(Na+)-NQR maturation NqrM
PF04402.13,SIMPL,Protein of unknown function (DUF541)
PF04403.12,PqiA,Paraquat-inducible protein A
PF04404.11,ERF,ERF superfamily
PF04405.13,ScdA_N,Domain of Unknown function (DUF542)
PF04406.13,TP6A_N,Type IIB DNA topoisomerase
PF04407.11,DUF531,Protein of unknown function (DUF531)
PF04408.22,HA2,Helicase associated domain (HA2)
PF04409.11,DUF530,Protein of unknown function (DUF530)
PF04410.13,Gar1,Gar1/Naf1 RNA binding region
PF04411.11,PDDEXK_7,PD-(D/E)XK nuclease superfamily
PF04412.12,DUF521,Protein of unknown function (DUF521)
PF04413.15,Glycos_transf_N,3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
PF04414.11,tRNA_deacylase,D-aminoacyl-tRNA deacylase
PF04415.11,DUF515,Protein of unknown function (DUF515)
PF04417.11,DUF501,Protein of unknown function (DUF501)
PF04418.11,DUF543,Domain of unknown function (DUF543)
PF04419.13,4F5,4F5 protein family
PF04420.13,CHD5,CHD5-like protein
PF04421.12,Mss4,Mss4 protein
PF04422.12,FrhB_FdhB_N,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term"
PF04423.13,Rad50_zn_hook,Rad50 zinc hook motif
PF04424.12,MINDY_DUB,MINDY deubiquitinase
PF04425.11,Bul1_N,Bul1 N terminus
PF04426.11,Bul1_C,Bul1 C terminus
PF04427.17,Brix,Brix domain
PF04428.13,Choline_kin_N,Choline kinase N terminus
PF04430.13,DUF498,Protein of unknown function (DUF498/DUF598)
PF04431.12,Pec_lyase_N,"Pectate lyase, N terminus"
PF04432.12,FrhB_FdhB_C,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus"
PF04433.16,SWIRM,SWIRM domain
PF04434.16,SWIM,SWIM zinc finger
PF04435.17,SPK,Domain of unknown function (DUF545)
PF04437.12,RINT1_TIP1,RINT-1 / TIP-1 family
PF04438.15,zf-HIT,HIT zinc finger
PF04439.11,Adenyl_transf,Streptomycin adenylyltransferase
PF04440.15,Dysbindin,Dysbindin (Dystrobrevin binding protein 1)
PF04441.12,Pox_VERT_large,"Poxvirus early transcription factor (VETF), large subunit"
PF04442.13,CtaG_Cox11,Cytochrome c oxidase assembly protein CtaG/Cox11
PF04443.11,LuxE,"Acyl-protein synthetase, LuxE"
PF04444.13,Dioxygenase_N,Catechol dioxygenase N terminus
PF04445.12,SAM_MT,Putative SAM-dependent methyltransferase
PF04446.11,Thg1,tRNAHis guanylyltransferase
PF04447.11,DUF550,Protein of unknown function (DUF550)
PF04448.11,DUF551,Protein of unknown function (DUF551)
PF04449.11,Fimbrial_CS1,CS1 type fimbrial major subunit
PF04450.11,BSP,Peptidase of plants and bacteria
PF04451.11,Capsid_NCLDV,Large eukaryotic DNA virus major capsid protein
PF04452.13,Methyltrans_RNA,RNA methyltransferase
PF04453.13,OstA_C,Organic solvent tolerance protein
PF04454.11,Linocin_M18,Encapsulating protein for peroxidase
PF04455.11,Saccharop_dh_N,LOR/SDH bifunctional enzyme conserved region
PF04456.11,DUF503,Protein of unknown function (DUF503)
PF04457.11,DUF504,Protein of unknown function (DUF504)
PF04458.11,DUF505,Protein of unknown function (DUF505)
PF04459.11,DUF512,Protein of unknown function (DUF512)
PF04461.12,DUF520,Protein of unknown function (DUF520)
PF04463.11,DUF523,Protein of unknown function (DUF523)
PF04464.13,Glyphos_transf,CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase
PF04465.11,DUF499,Protein of unknown function (DUF499)
PF04466.12,Terminase_3,Phage terminase large subunit
PF04467.11,DUF483,Protein of unknown function (DUF483)
PF04468.11,PSP1,PSP1 C-terminal conserved region
PF04471.11,Mrr_cat,Restriction endonuclease
PF04472.11,SepF,Cell division protein SepF
PF04473.11,DUF553,Transglutaminase-like domain
PF04474.11,DUF554,Protein of unknown function (DUF554)
PF04475.11,DUF555,Protein of unknown function (DUF555)
PF04476.12,4HFCP_synth,4-HFC-P synthase
PF04478.11,Mid2,Mid2 like cell wall stress sensor
PF04479.12,RTA1,RTA1 like protein
PF04480.11,DUF559,Protein of unknown function (DUF559)
PF04481.11,DUF561,Protein of unknown function (DUF561)
PF04483.11,DUF565,Protein of unknown function (DUF565)
PF04484.11,QWRF,QWRF family
PF04485.11,NblA,Phycobilisome degradation protein nblA
PF04486.11,SchA_CurD,SchA/CurD like domain
PF04487.11,CITED,CITED
PF04488.14,Gly_transf_sug,Glycosyltransferase sugar-binding region containing DXD motif
PF04489.12,DUF570,Protein of unknown function (DUF570)
PF04490.11,Pox_T4_C,"Poxvirus T4 protein, C terminus"
PF04491.11,Pox_T4_N,"Poxvirus T4 protein, N terminus"
PF04492.12,Phage_rep_O,Bacteriophage replication protein O
PF04493.13,Endonuclease_5,Endonuclease V
PF04494.14,TFIID_NTD2,"WD40 associated region in TFIID subunit, NTD2 domain"
PF04495.13,GRASP55_65,GRASP55/65 PDZ-like domain
PF04496.11,Herpes_UL35,Herpesvirus UL35 family
PF04497.11,Pox_E2-like,Poxviridae protein
PF04498.11,Pox_VP8_L4R,Poxvirus nucleic acid binding protein VP8/L4R
PF04499.14,SAPS,SIT4 phosphatase-associated protein
PF04500.15,FLYWCH,FLYWCH zinc finger domain
PF04501.11,Baculo_VP39,Baculovirus major capsid protein VP39
PF04502.12,DUF572,Family of unknown function (DUF572)
PF04503.12,SSDP,"Single-stranded DNA binding protein, SSDP"
PF04504.13,DUF573,"Protein of unknown function, DUF573"
PF04505.11,CD225,Interferon-induced transmembrane protein
PF04506.12,Rft-1,Rft protein
PF04507.11,DUF576,Csa1 family
PF04508.11,Pox_A_type_inc,Viral A-type inclusion protein repeat
PF04509.11,CheC,CheC-like family
PF04510.11,DUF577,Family of unknown function (DUF577)
PF04511.14,DER1,Der1-like family
PF04512.11,Baculo_PEP_N,"Baculovirus polyhedron envelope protein, PEP, N terminus"
PF04513.11,Baculo_PEP_C,"Baculovirus polyhedron envelope protein, PEP, C terminus"
PF04514.11,BTV_NS2,Bluetongue virus non-structural protein NS2
PF04515.11,Choline_transpo,Plasma-membrane choline transporter
PF04516.14,CP2,CP2 transcription factor
PF04517.11,Microvir_lysis,"Microvirus lysis protein (E), C terminus"
PF04518.11,Effector_1,Effector from type III secretion system
PF04519.12,Bactofilin,Polymer-forming cytoskeletal
PF04520.12,Senescence_reg,Senescence regulator
PF04521.12,Viral_P18,ssRNA positive strand viral 18kD cysteine rich protein
PF04522.11,DUF585,Protein of unknown function (DUF585)
PF04523.12,Herpes_U30,Herpes virus tegument protein U30
PF04525.11,LOR,LURP-one-related
PF04526.12,DUF568,Protein of unknown function (DUF568)
PF04527.11,Retinin_C,Drosophila Retinin like protein
PF04528.12,Adeno_E4_34,Adenovirus early E4 34 kDa protein conserved region
PF04529.11,Herpes_U59,Herpesvirus U59 protein
PF04530.11,Viral_Beta_CD,Viral Beta C/D like family
PF04531.12,Phage_holin_1,Bacteriophage holin
PF04532.11,DUF587,Protein of unknown function (DUF587)
PF04533.12,Herpes_U44,Herpes virus U44 protein
PF04534.11,Herpes_UL56,Herpesvirus UL56 protein
PF04535.11,DUF588,Domain of unknown function (DUF588)
PF04536.13,TPM_phosphatase,TPM domain
PF04537.11,Herpes_UL55,Herpesvirus UL55 protein
PF04538.11,BEX,Brain expressed X-linked like family
PF04539.15,Sigma70_r3,Sigma-70 region 3
PF04540.12,Herpes_UL51,Herpesvirus UL51 protein
PF04541.12,Herpes_U34,Herpesvirus virion protein U34
PF04542.13,Sigma70_r2,Sigma-70 region 2
PF04544.11,Herpes_UL20,Herpesvirus egress protein UL20
PF04545.15,Sigma70_r4,"Sigma-70, region 4"
PF04546.12,Sigma70_ner,"Sigma-70, non-essential region"
PF04547.11,Anoctamin,Calcium-activated chloride channel
PF04548.15,AIG1,AIG1 family
PF04549.13,CD47,CD47 transmembrane region
PF04550.11,Phage_holin_3_2,Phage holin family 2
PF04551.13,GcpE,GcpE protein
PF04552.12,Sigma54_DBD,"Sigma-54, DNA binding domain"
PF04553.11,Tis11B_N,"Tis11B like protein, N terminus"
PF04554.12,Extensin_2,Extensin-like region
PF04555.12,XhoI,Restriction endonuclease XhoI
PF04556.11,DpnII,DpnII restriction endonuclease
PF04557.14,tRNA_synt_1c_R2,"Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2"
PF04558.14,tRNA_synt_1c_R1,"Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1"
PF04559.11,Herpes_UL17,Herpesvirus UL17 protein
PF04560.19,RNA_pol_Rpb2_7,"RNA polymerase Rpb2, domain 7"
PF04561.13,RNA_pol_Rpb2_2,"RNA polymerase Rpb2, domain 2"
PF04562.11,Dicty_spore_N,"Dictyostelium spore coat protein, N terminus"
PF04563.14,RNA_pol_Rpb2_1,RNA polymerase beta subunit
PF04564.14,U-box,U-box domain
PF04565.15,RNA_pol_Rpb2_3,"RNA polymerase Rpb2, domain 3"
PF04566.12,RNA_pol_Rpb2_4,"RNA polymerase Rpb2, domain 4"
PF04567.16,RNA_pol_Rpb2_5,"RNA polymerase Rpb2, domain 5"
PF04568.11,IATP,"Mitochondrial ATPase inhibitor, IATP"
PF04569.13,DUF591,Protein of unknown function
PF04570.13,zf-FLZ,"zinc-finger of the FCS-type, C2-C2"
PF04571.13,Lipin_N,"lipin, N-terminal conserved region"
PF04572.11,Gb3_synth,"Alpha 1,4-glycosyltransferase conserved region"
PF04573.11,SPC22,Signal peptidase subunit
PF04574.12,DUF592,Protein of unknown function (DUF592)
PF04575.12,DUF560,Protein of unknown function (DUF560)
PF04576.14,Zein-binding,Zein-binding
PF04577.13,DUF563,Protein of unknown function (DUF563)
PF04578.12,DUF594,"Protein of unknown function, DUF594"
PF04579.11,Keratin_matx,"Keratin, high-sulphur matrix protein"
PF04580.12,Pox_D3,Chordopoxvirinae D3 protein
PF04582.11,Reo_sigmaC,Reovirus sigma C capsid protein
PF04583.11,Baculo_p74,Baculoviridae p74 conserved region
PF04584.13,Pox_A28,Poxvirus A28 family
PF04586.16,Peptidase_S78,Caudovirus prohead serine protease
PF04587.14,ADP_PFK_GK,ADP-specific Phosphofructokinase/Glucokinase conserved region
PF04588.12,HIG_1_N,Hypoxia induced protein conserved region
PF04589.12,RFX1_trans_act,RFX1 transcription activation region
PF04591.11,DUF596,"Protein of unknown function, DUF596"
PF04592.13,SelP_N,"Selenoprotein P, N terminal region"
PF04593.13,SelP_C,"Selenoprotein P, C terminal region"
PF04595.12,Pox_I6,Poxvirus I6-like family
PF04596.11,Pox_F15,Poxvirus protein F15
PF04597.13,Ribophorin_I,Ribophorin I
PF04598.11,Gasdermin,Gasdermin family
PF04599.11,Pox_G5,Poxvirus G5 protein
PF04601.12,DUF569,Domain of unknown function (DUF569)
PF04602.11,Arabinose_trans,Mycobacterial cell wall arabinan synthesis protein
PF04603.11,Mog1,Ran-interacting Mog1 protein
PF04604.12,L_biotic_typeA,Type-A lantibiotic
PF04606.11,Ogr_Delta,Ogr/Delta-like zinc finger
PF04607.16,RelA_SpoT,Region found in RelA / SpoT proteins
PF04608.12,PgpA,Phosphatidylglycerophosphatase A
PF04609.11,MCR_C,Methyl-coenzyme M reductase operon protein C
PF04610.13,TrbL,TrbL/VirB6 plasmid conjugal transfer protein
PF04611.11,AalphaY_MDB,Mating type protein A alpha Y mating type dependent binding region
PF04612.11,T2SSM,"Type II secretion system (T2SS), protein M"
PF04613.13,LpxD,"UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD"
PF04614.11,Pex19,Pex19 protein family
PF04615.12,Utp14,Utp14 protein
PF04616.13,Glyco_hydro_43,Glycosyl hydrolases family 43
PF04617.12,Hox9_act,Hox9 activation region
PF04618.11,HD-ZIP_N,HD-ZIP protein N terminus
PF04619.11,Adhesin_Dr,Dr-family adhesin
PF04620.11,FlaA,Flagellar filament outer layer protein Flaa
PF04621.12,ETS_PEA3_N,PEA3 subfamily ETS-domain transcription factor N terminal domain
PF04622.11,ERG2_Sigma1R,ERG2 and Sigma1 receptor like protein
PF04623.11,Adeno_E1B_55K_N,Adenovirus E1B protein N-terminus
PF04624.13,Dec-01,Dec-1 repeat
PF04625.12,DEC-1_N,"DEC-1 protein, N-terminal region"
PF04626.12,DEC-1_C,"Dec-1 protein, C terminal region"
PF04627.12,ATP-synt_Eps,Mitochondrial ATP synthase epsilon chain
PF04628.12,Sedlin_N,"Sedlin, N-terminal conserved region"
PF04629.13,ICA69,"Islet cell autoantigen ICA69, C-terminal domain"
PF04630.11,Phage_TTP_1,Phage tail tube protein
PF04631.11,PIF2,Per os infectivity factor 2
PF04632.11,FUSC,Fusaric acid resistance protein family
PF04633.11,Herpes_BMRF2,Herpesvirus BMRF2 protein
PF04634.11,DUF600,"Protein of unknown function, DUF600"
PF04636.12,PA26,PA26 p53-induced protein (sestrin)
PF04637.11,Herpes_pp85,Herpesvirus phosphoprotein 85 (HHV6-7 U14/HCMV UL25)
PF04639.11,Baculo_E56,"Baculoviral E56 protein, specific to ODV envelope"
PF04640.13,PLATZ,PLATZ transcription factor
PF04641.11,Rtf2,Rtf2 RING-finger
PF04642.11,DUF601,"Protein of unknown function, DUF601"
PF04643.11,Motilin_assoc,Motilin/ghrelin-associated peptide
PF04644.11,Motilin_ghrelin,Motilin/ghrelin
PF04645.11,DUF603,"Protein of unknown function, DUF603"
PF04646.11,DUF604,"Protein of unknown function, DUF604"
PF04647.14,AgrB,Accessory gene regulator B
PF04648.11,MF_alpha,Yeast mating factor alpha hormone
PF04649.11,VlpA_repeat,Mycoplasma hyorhinis VlpA repeat
PF04650.16,YSIRK_signal,YSIRK type signal peptide
PF04651.12,Pox_A12,Poxvirus A12 protein
PF04652.15,Vta1,Vta1 like
PF04654.11,DUF599,"Protein of unknown function, DUF599"
PF04655.13,APH_6_hur,Aminoglycoside/hydroxyurea antibiotic resistance kinase
PF04656.11,Pox_E6,Pox virus E6 protein
PF04657.12,DMT_YdcZ,"Putative inner membrane exporter, YdcZ"
PF04658.12,TAFII55_N,TAFII55 protein conserved region
PF04659.12,Arch_fla_DE,Archaeal flagella protein
PF04660.11,Nanovirus_coat,Nanovirus coat protein
PF04661.11,Pox_I3,Poxvirus I3 ssDNA-binding protein
PF04662.12,Luteo_PO,Luteovirus P0 protein
PF04663.11,Phenol_monoox,Phenol hydroxylase conserved region
PF04664.12,OGFr_N,Opioid growth factor receptor (OGFr) conserved region
PF04665.11,Pox_A32,Poxvirus A32 protein
PF04666.12,Glyco_transf_54,N-Acetylglucosaminyltransferase-IV (GnT-IV) conserved region
PF04667.16,Endosulfine,cAMP-regulated phosphoprotein/endosulfine conserved region
PF04668.11,Tsg,Twisted gastrulation (Tsg) protein conserved region
PF04669.12,Polysacc_synt_4,Polysaccharide biosynthesis
PF04670.11,Gtr1_RagA,Gtr1/RagA G protein conserved region
PF04671.11,Ag332,Erythrocyte membrane-associated giant protein antigen 332
PF04672.11,Methyltransf_19,S-adenosyl methyltransferase
PF04673.11,Cyclase_polyket,Polyketide synthesis cyclase
PF04674.11,Phi_1,Phosphate-induced protein 1 conserved region
PF04675.13,DNA_ligase_A_N,DNA ligase N terminus
PF04676.13,CwfJ_C_2,Protein similar to CwfJ C-terminus 2
PF04677.14,CwfJ_C_1,Protein similar to CwfJ C-terminus 1
PF04678.12,MCU,Mitochondrial calcium uniporter
PF04679.14,DNA_ligase_A_C,ATP dependent DNA ligase C terminal region
PF04680.12,OGFr_III,Opioid growth factor receptor repeat
PF04681.11,Bys1,Blastomyces yeast-phase-specific protein
PF04682.11,Herpes_BTRF1,Herpesvirus BTRF1 protein conserved region
PF04683.12,Proteasom_Rpn13,Proteasome complex subunit Rpn13 ubiquitin receptor
PF04684.12,BAF1_ABF1,BAF1 / ABF1 chromatin reorganising factor
PF04685.12,DUF608,"Glycosyl-hydrolase family 116, catalytic region"
PF04686.11,SsgA,"Streptomyces sporulation and cell division protein, SsgA"
PF04687.11,Microvir_H,Microvirus H protein (pilot protein)
PF04688.12,Holin_SPP1,SPP1 phage holin
PF04689.12,S1FA,DNA binding protein S1FA
PF04690.12,YABBY,YABBY protein
PF04691.11,ApoC-I,Apolipoprotein C-I (ApoC-1)
PF04692.12,PDGF_N,"Platelet-derived growth factor, N terminal region"
PF04693.11,DDE_Tnp_2,Archaeal putative transposase ISC1217
PF04694.11,Corona_3,Coronavirus ORF3 protein
PF04695.12,Pex14_N,Peroxisomal membrane anchor protein (Pex14p) conserved region
PF04696.12,Pinin_SDK_memA,pinin/SDK/memA/ protein conserved region
PF04697.12,Pinin_SDK_N,pinin/SDK conserved region
PF04698.11,Rab_eff_C,Rab effector MyRIP/melanophilin C-terminus
PF04699.13,P16-Arc,ARP2/3 complex 16 kDa subunit (p16-Arc)
PF04700.11,Baculo_gp41,Structural glycoprotein p40/gp41 conserved region
PF04701.12,Pox_D2,Pox virus D2 protein
PF04702.11,Vicilin_N,Vicilin N terminal region
PF04703.11,FaeA,FaeA-like protein
PF04704.12,Zfx_Zfy_act,Zfx / Zfy transcription activation region
PF04705.11,TSNR_N,"Thiostrepton-resistance methylase, N terminus"
PF04706.11,Dickkopf_N,Dickkopf N-terminal cysteine-rich region
PF04707.13,PRELI,PRELI-like family
PF04708.11,Pox_F16,Poxvirus F16 protein
PF04709.11,AMH_N,"Anti-Mullerian hormone, N terminal region"
PF04710.13,Pellino,Pellino
PF04711.12,ApoA-II,Apolipoprotein A-II (ApoA-II)
PF04712.11,Radial_spoke,Radial spokehead-like protein
PF04713.11,Pox_I5,Poxvirus protein I5
PF04714.12,BCL_N,"BCL7, N-terminal conserver region"
PF04715.12,Anth_synt_I_N,"Anthranilate synthase component I, N terminal region"
PF04716.13,ETC_C1_NDUFA5,ETC complex I subunit conserved region
PF04717.11,Phage_base_V,"Type VI secretion system, phage-baseplate injector"
PF04718.14,ATP-synt_G,Mitochondrial ATP synthase g subunit
PF04719.13,TAFII28,hTAFII28-like protein conserved region
PF04720.11,PDDEXK_6,PDDEXK-like family of unknown function
PF04721.16,PAW,"PNGase C-terminal domain, mannose-binding module PAW"
PF04722.12,Ssu72,Ssu72-like protein
PF04723.13,GRDA,Glycine reductase complex selenoprotein A
PF04724.12,Glyco_transf_17,Glycosyltransferase family 17
PF04725.11,PsbR,Photosystem II 10 kDa polypeptide PsbR
PF04726.12,Microvir_J,Microvirus J protein
PF04727.12,ELMO_CED12,ELMO/CED-12 family
PF04728.12,LPP,Lipoprotein leucine-zipper
PF04729.12,ASF1_hist_chap,ASF1 like histone chaperone
PF04730.11,Agro_virD5,Agrobacterium VirD5 protein
PF04731.11,Caudal_act,Caudal like protein activation region
PF04732.13,Filament_head,Intermediate filament head (DNA binding) region
PF04733.13,Coatomer_E,Coatomer epsilon subunit
PF04734.12,Ceramidase_alk,"Neutral/alkaline non-lysosomal ceramidase, N-terminal"
PF04735.11,Baculo_helicase,Baculovirus DNA helicase
PF04736.11,Eclosion,Eclosion hormone
PF04738.12,Lant_dehydr_N,"Lantibiotic dehydratase, C terminus"
PF04739.14,AMPKBI,"5'-AMP-activated protein kinase beta subunit, interaction domain"
PF04740.11,LXG,LXG domain of WXG superfamily
PF04741.11,InvH,InvH outer membrane lipoprotein
PF04744.11,Monooxygenase_B,Monooxygenase subunit B protein
PF04745.11,Pox_A8,VITF-3 subunit protein
PF04746.11,DUF575,Protein of unknown function (DUF575)
PF04747.11,DUF612,"Protein of unknown function, DUF612"
PF04748.12,Polysacc_deac_2,Divergent polysaccharide deacetylase
PF04749.16,PLAC8,PLAC8 family
PF04750.13,Far-17a_AIG1,FAR-17a/AIG1-like protein
PF04751.13,DUF615,Protein of unknown function (DUF615)
PF04752.11,ChaC,ChaC-like protein
PF04753.11,Corona_NS2,Coronavirus non-structural protein NS2
PF04754.11,Transposase_31,"Putative transposase, YhgA-like"
PF04755.11,PAP_fibrillin,PAP_fibrillin
PF04756.12,OST3_OST6,"OST3 / OST6 family, transporter family"
PF04757.13,Pex2_Pex12,Pex2 / Pex12 amino terminal region
PF04758.13,Ribosomal_S30,Ribosomal protein S30
PF04759.12,DUF617,"Protein of unknown function, DUF617"
PF04760.14,IF2_N,"Translation initiation factor IF-2, N-terminal region"
PF04761.11,Phage_Treg,Lactococcus bacteriophage putative transcription regulator
PF04762.11,IKI3,IKI3 family
PF04763.11,DUF562,Protein of unknown function (DUF562)
PF04764.11,DUF613,Protein of unknown function (DUF613)
PF04765.12,DUF616,Protein of unknown function (DUF616)
PF04766.11,Baculo_p26,Nucleopolyhedrovirus p26 protein
PF04767.11,Pox_F17,DNA-binding 11 kDa phosphoprotein
PF04768.12,NAT,"NAT, N-acetyltransferase, of N-acetylglutamate synthase"
PF04769.11,MATalpha_HMGbox,Mating-type protein MAT alpha 1 HMG-box
PF04770.11,ZF-HD_dimer,ZF-HD protein dimerisation region
PF04771.11,CAV_VP3,Chicken anaemia virus VP-3 protein
PF04772.11,Flu_B_M2,Influenza B matrix protein 2 (BM2)
PF04773.12,FecR,FecR protein
PF04774.14,HABP4_PAI-RBP1,Hyaluronan / mRNA binding family
PF04775.13,Bile_Hydr_Trans,Acyl-CoA thioester hydrolase/BAAT N-terminal region
PF04776.11,protein_MS5,Protein MS5
PF04777.12,Evr1_Alr,Erv1 / Alr family
PF04778.11,LMP,LMP repeated region
PF04780.11,DUF629,Protein of unknown function (DUF629)
PF04781.11,DUF627,Protein of unknown function (DUF627)
PF04782.11,DUF632,Protein of unknown function (DUF632)
PF04783.11,DUF630,Protein of unknown function (DUF630)
PF04784.13,DUF547,"Protein of unknown function, DUF547"
PF04785.11,Rhabdo_M2,Rhabdovirus matrix protein M2
PF04786.11,Baculo_DNA_bind,ssDNA binding protein
PF04787.11,Pox_H7,Late protein H7
PF04788.11,DUF620,Protein of unknown function (DUF620)
PF04789.14,DUF621,Protein of unknown function (DUF621)
PF04790.12,Sarcoglycan_1,Sarcoglycan complex subunit protein
PF04791.15,LMBR1,LMBR1-like membrane protein
PF04792.11,LcrV,V antigen (LcrV) protein
PF04793.11,Herpes_BBRF1,BRRF1-like protein
PF04794.11,YdjC,YdjC-like protein
PF04795.11,PAPA-1,PAPA-1-like conserved region
PF04796.11,RepA_C,Plasmid encoded RepA protein
